formula
Bi0.92Na0.08CuSeO
Bi0.95Pb0.05OCuSe
Bi0.96CuSeO
Bi0.96Pb0.04OCuSe
Bi0.97Pb0.03OCuSe
Bi0.98Na0.02CuSeO
Bi0.99Pb0.01OCuSe
Bi1.4Pb0.8Sr2Co2O9
Bi1.4Rh3I9
Bi1.85Na0.15Sr2Co1.925W0.075O
Bi1.8In0.2Te3
Bi1.91Ga0.09Te3
Bi1.925Ba0.075Sr2Co2O8
Bi1.93In0.07Te3
Bi1.94Ag0.18S3
Bi1.95In0.05Te3
Bi1.995Cu0.005S3
Bi1.998Cu0.002S3
Bi1.9In0.1Te3
Bi1.9Lu0.1Te3
Bi12Sb28Te60
Bi2Ga0.11Te2.89
Bi2S3
Bi2Se3
Bi2Te2.1Se0.9
Bi2Te2.28Se0.72
Bi2Te2.4Se0.6
Bi2Te2.4Se0.6C0.07
Bi2Te2.4Se0.6C0.3
Bi2Te2.5Se0.3S0.2
Bi2Te2.5Se0.5
Bi2Te2.65Se0.35
Bi2Te2.73Se0.27
Bi2Te2.79Se0.21Cl0.005
Bi2Te2.7Se0.3
Bi2Te2.85Se0.3
Bi2Te3 
BiCu0.94SeO
BiCu0.97SeO
BiCuSeO
BiOCuSe
BiSbTe3
BiTe
BiTeI
BiTeI0.88Br0.12
BiTeI0.94Br0.06
Ca0.05Co4Sb12
Ca0.08Co4Sb12
Ca0.15Co3.98Ni0.02Sb11.80
Ca0.18Co3.94Ni0.06Sb12.40
Ca0.18Co3.97Ni0.03Sb12.40
Ca0.1Ce0.1Co4Sb12
Ca0.1Co4Sb12
Ca0.25Ce0.75Fe4Sb12
Ca0.25Co4Sb12
Ca0.2Co4Sb12
Ca0.2Co4Sb12.46
Ca0.3Eu0.7Zn2Sb2
Ca0.40Ce0.60Ag0.40Sb
Ca0.5Yb0.5Zn2Sb2
Ca0.74Fe3CoSb12
Ca0.75Ce0.25Fe4Sb12
Ca0.7Eu0.3Zn2Sb2
Ca0.80Ce0.20Ag0.80Sb
Ca0.81Ce0.18Ag0.85Sb
Ca0.82Ce0.18Ag0.85Sb
Ca0.84Ce0.16Ag0.85Sb
Ca0.84Ce0.16Ag0.9Sb
Ca0.8Yb0.2MnO3
Ca0.90Dy0.05Yb0.05MnO3
Ca0.91Fe4Sb12
Ca0.92Fe4Sb12
Ca0.92La0.04Dy0.04MnO3
Ca0.93Fe4Sb12
Ca0.96Bi0.04MnO3
Ca0.96Dy0.02Ho0.02MnO3
Ca0.96Dy0.02Sm0.02MnO3
Ca0.96Dy0.02Tm0.02MnO3
Ca0.96Dy0.02Yb0.02MnO3
Ca0.97Bi0.03MnO3
Ca0.97Bi0.03MnO3Cu0.04
Ca0.98Bi0.02MnO3
Ca0.98Bi0.02MnO3Cu0.02
Ca0.9925Na0.0075Mg2Bi1.98
Ca0.995Na0.005Mg2Bi1.98
Ca0.9975Na0.0025Mg2Bi1.98
Ca0.9Dy0.1MnO3
Ca0.9Eu0.1Zn2Sb2
Ca1.8Y0.1Co2.61O6.22
Ca1Mg2Bi1.98
Ca1Zn2Sb2
Ca2.5Sr0.5Co4O9
Ca2.5Tb0.5Co4O9
Ca2.7Bi0.3 Co3.9Fe0.1O9
Ca2.7Bi0.3Co4O9
Ca2.7Eu0.3Co4O9
Ca2.7Gd0.3Co4O9
Ca2.85Eu0.15Co4O9
Ca2.8Ag0.05Lu0.15Co4O9
Ca2.8Ag0.15Lu0.05Co4O9
Ca2.8Ba0.1Pr0.1Co4O9
Ca2.8Yb0.2Co4O9
Ca2.9Bi0.1Co4O9
Ca2.9Tb0.1Co4O9
Ca3Al0.95Zn0.05Sb3
Ca3Al0.98Zn0.02Sb3
Ca3Al0.99Zn0.01Sb3
Ca3Ba0.01Co4O9
Ca3Ba0.05Co4O9
Ca3Co3.7Ti0.3O9
Ca3Co3.95Ga0.05O9
Ca3Co4O9
Ca4.75Na0.25Al2Sb6
Ca4.95Na0.05Al2Sb6
Ca5Al1.7Mn0.3Sb6
Ca5Al1.8Zn0.2Sb6
Ca5Ga1.7Zn0.3Sb6
Ca5Ga1.95Zn0.05Sb6
Ca5Ga1.9Zn0.1Sb6
Ca5In0.95Zn0.05Sb6
Ca5In0.98Zn0.02Sb6
Ca5In0.9Zn0.1Sb6
Ca9Zn4.2Sb9
Ca9Zn4.35Cu0.15Sb9
Ca9Zn4.3Cu0.3Sb9
Ca9Zn4.3Sb9
Ca9Zn4.4Cu0.1Sb9
Ca9Zn4.5Al3Sb9
Ca9Zn4.6Sb9
Ca9Zn4.8Sb9
Ca9Zn4.95Cu0.05Sb9
CaFe4Sb12
CaMg2Bi1.98
CaMn0.92Nb0.08O3
CaMn0.95Nb0.05O3
CaMn0.98Nb0.02O3
CaZn0.2Ag0.6Sb
CaZn0.3Ag0.4Sb
CaZn0.4Ag0.14Sb
CaZn0.4Ag0.18Sb
CaZn0.4Ag0.2Sb
Cd0.89Mg0.11O
Cd0.94Mg0.03Ca0.03O
Cd0.96Mg0.03Ca0.01O
Cd0.97Zn0.03O
Cd0.99Ba0.01O
Cd0.99Zn0.01O
Cd3As2
CdO
CdOCu0.005
CdOCu0.03
Ce0.2Bi1.8Te3
Ce0.85Fe3.03Co0.97Sb12
Ce0.88Fe3.51Co0.49Sb12
Ce0.8Fe3CoSb12
CeFe4Sb12
Co0.92Ni0.02Sb3
Co0.94Ni0.06SbS
Co0.9Fe0.15Sb3.1
Co0.9Fe0.2Sb3.2
Co0.9Fe0.3Sb3.4
Co2.5Fe0.5Sn1.5In0.5S2
Co2.5Fe0.5Sn1.6In0.4S2
Co2.5Fe0.5Sn1.8In0.2S2
Co2.5Fe0.5Sn2S2
Co2.667Fe0.333Sn1.3In0.7S2
Co2.667Fe0.333Sn1.4In0.6S2
Co2.667Fe0.333Sn1.5In0.5S2
Co2.667Fe0.333Sn1.6In0.4S2
Co3.6Ni0.4Sb12
Co4Sb11.5Te0.5
Co4Sb11.5Te0.5C0.08
Co4Sb11.7Te0.3
CoAsSb
CoSb2.75Te0.15Se0.1
CoSb2.7Se0.3
CoSb2.825Te0.15Se0.025
CoSb2.8Se0.2
CoSb2.8Te0.15Se0.05
CoSb2.9
CoSb2.95Se0.05
CoSb2.9Se0.1
CrSi2
Cu0.005Bi0.5Sb1.495Te3
Cu0.005Bi2Se3
Cu0.008In4Se2.5I0.008
Cu0.015Bi2Se3
Cu0.01Bi0.5Sb1.49Te3
Cu0.01Bi2Te2.7Se0.3Co0.02
Cu0.01Bi2Te2.7Se0.3Mn0.02
Cu0.02Bi2Se3
Cu0.02TiS2
Cu0.03Bi2Te2.7Se0.3
Cu0.05TiS2
Cu0.07Sr0.8La0.06Ti0.8Nb0.2O3
Cu0.1TiS2
Cu0.75Fe0.25Sb3
Cu0.7Ag0.3GaTe2
Cu0.9Ag0.1GaTe2
Cu1.94Se
Cu1.95Se
Cu1.96Pb0.010Se
Cu1.97Ag0.03Se
Cu1.97Ag0.03Se1.009
Cu1.97Se
Cu1.98Se
Cu1.99In0.01Se
Cu1.99Sm0.01Se
Cu10.0Co2.0Sb4S13
Cu10.2Mn1.8Sb4S13
Cu10.4Ni4S13
Cu10.5Co1.5Sb4S13
Cu10.5Ni0.5ZnSb4S13
Cu10.5Ni1.3Zn0.2Sb4S13
Cu10.6Mn1.5Sb4S13
Cu10Ni2Sb4S13
Cu11.0Co1.0Sb4S13
Cu11.1Mn0.9Sb4S13
Cu11.5Co0.5Sb4S13
Cu11.5Fe0.5Sb4S13
Cu11.5Mn0.5Sb4S13
Cu11.5Ni0.5Sb3.5Te0.5S13
Cu11.5Ni0.5Sb4S13
Cu11.5Zn0.5Sb2.75Te1.25S13
Cu11.6Mn0.4Sb4S13
Cu11.925Zn0.075Sb4S12.8Se0.2
Cu11.95Zn0.05Sb4S12.8Se0.2
Cu11.975Zn0.025Sb4S12.8Se0.2
Cu11Ni1Sb4S13
Cu12.6Zn1.2Sb4.2S13.0
Cu12Sb2.15Te1.85S13
Cu12Sb2.19Te1.81S13
Cu12Sb2.6Te1.4S13
Cu12Sb2.99Te1.01S13
Cu12Sb3.2Bi0.8S13
Cu12Sb3.2Te0.8S13
Cu12Sb3.39Te0.61S13
Cu12Sb3.48Te0.52S13
Cu12Sb3.5Te0.5S13
Cu12Sb3.6Bi0.4S13
Cu12Sb3.8Bi0.2S13
Cu12Sb3.9Te0.1S13
Cu12Sb3TeS13
Cu12Sb4S11Se2
Cu12Sb4S12.5Se0.5
Cu12Sb4S12.6Se0.4
Cu12Sb4S12.7Se0.3
Cu12Sb4S12Se
Cu12Sb4S13
Cu13.5Sb4S13
Cu14Sb4S13
Cu2.025Zn0.975GeSe4
Cu2.025ZnSn0.975Se4
Cu2.03SnSe4
Cu2.05Se
Cu2.05Sn0.95Se3
Cu2.05Zn0.95GeSe4
Cu2.05ZnSn0.95Se4
Cu2.075Zn0.925GeSe4
Cu2.075Zn0.925SnS4
Cu2.075ZnSn0.925Se4
Cu2.0Sn1.0Se3
Cu2.10Sn0.90Se3
Cu2.125Zn0.875SnS4
Cu2.13Sn0.87Se3
Cu2.15ZnSn0.85Se4
Cu2.1SnSe4
Cu2.1Zn0.9Ga0.04Sn0.96Se4
Cu2.1Zn0.9GeSe4
Cu2.1Zn0.9Sn0.95In0.05Se4
Cu2.1Zn0.9Sn0.9In0.1Se4
Cu2.1Zn0.9SnSe4
Cu2.2Zn0.8SnSe3.6Te0.4
Cu2.2Zn0.8SnSe3.7Te0.3
Cu2.2Zn0.8SnSe3.9Te0.1
Cu2.2Zn0.8SnSe4
Cu2.950SbSe4
Cu2.95Sb0.96Sn0.04Se4
Cu2.95Sb0.97Sn0.03Se4
Cu2.95Sb0.98Sn0.02Se4
Cu2.95Sb0.99Sn0.01Se4
Cu2.975SbSe4
Cu22Fe8Ge4S32
Cu23Zn3V2Sn6S32
Cu24V2Sn6S32
Cu25Ga25Te50
Cu25V2Sn6S32
Cu26Cr2Ge6S32
Cu26Nb2Sn5.5S32
Cu26Ta2Sn5.5S32
Cu26V2Ge6S32
Cu26V2Sn5S32
Cu26V2Sn6S32
Cu2Ga4Te7
Cu2Ge0.85In0.15Se3
Cu2Mn0.01Sn0.99Se3
Cu2Mn0.02Sn0.98Se3
Cu2Se0.95Br0.05
Cu2Se0.96Br0.04
Cu2Se0.97Br0.03
Cu2Se0.98Br0.02
Cu2Se1.01
Cu2SeC0.03
Cu2SeC0.14
Cu2Sn0.82In0.18Se2.7S0.3
Cu2Sn0.85In0.15S3
Cu2Sn0.8In0.2S3
Cu2Sn0.95In0.05S3
Cu2Sn0.97In0.03Se2.7S0.3
Cu2SnS3
Cu2SnSe2.7S0.3
Cu2SnSe3
Cu2SnSe4
Cu2ZnGa0.03Sn0.97Se4
Cu2ZnGa0.07Sn0.93Se4
Cu2ZnGa0.1Sn0.9Se4
Cu2ZnGe0.925In0.075Se4
Cu2ZnSn0.98Pb0.02Se3.975Te0.025
Cu2ZnSnSe4
Cu3.5Mo6S8
Cu3Mo6S8
Cu3P0.6Ge0.4S4
Cu3P0.7Ge0.3S4
Cu3Sb0.85Bi0.06Sn0.09S4
Cu3Sb0.87Bi0.06Sn0.07S4
Cu3Sb0.91Bi0.06Sn0.03S4
Cu3Sb0.92Bi0.08S4
Cu3Sb0.94Sn0.06Se2.5S1.5
Cu3Sb0.94Sn0.06Se3.5S0.5
Cu3Sb0.95Sn0.05S4
Cu3Sb0.96Sn0.04Se4
Cu3Sb0.97Al0.03Se4
Cu3Sb0.97Bi0.03Se4
Cu3Sb0.97Ge0.03Se2.8S1.2
Cu3Sb0.98Al0.02Se4
Cu3Sb0.98Ge0.02Se2.8S1.2
Cu3Sb0.98Ge0.02Se3.2S0.8
Cu3Sb0.98Sn0.02Se4
Cu3Sb0.99Al0.01Se4
Cu3Sb0.9Bi0.1S4
Cu3SbSe4
Cu4.0Mo6S8
Cu4.96Fe0.98S4
Cu4.9FeS4
Cu5Fe0.94S4
Cu5Fe0.96Mn0.04S4
Cu5Fe0.97Mn0.03S4
Cu5Fe0.98Mn0.02S4
Cu5Fe0.99Mn0.01S4
Cu5FeS4
Cu7PSe6
Cu8.22Fe2.78Sn2S12
Cu8.25Fe2.75Sn2S12
Cu8.2Fe2.8Sn2S12
Cu8.4Fe2.6Sn2S12
CuCr0.5In0.5Se2
CuCr0.75In0.25Se2
CuFeS1.6Se0.4
CuFeS1.8
CuFeS1.85
CuGa0.95Zn0.05Te2
CuInSe2
CuInTe2
CuSb0.88Se2
CuSb0.97Se2
ErNi0.25Pd0.75Sb
ErNi0.5Pd0.5Sb
ErNiSb
ErPdSb
Eu0.2Ca0.8Zn2Sb2
Eu0.5Ca0.5Zn2Sb2
Eu0.5Yb0.5Zn2Sb2
Eu11Cd1.6Zn4.4Sb12
Eu11Cd5ZnSb12
Eu11Cd6Sb11As
Eu11Cd6Sb12
Eu1Zn2Sb2
Eu9Cd3.8Ag1.4Sb9
EuCd1.1Zn0.9Sb2
EuCd1.3Zn0.7Sb2
EuCd1.4Zn0.6Sb2
EuCd1.6Zn0.4Sb2
EuCd1.7Zn0.3Sb2
EuCd1.8Zn0.2Sb2
EuZn2Sb2
Fe0.25Co0.75Sb2.965Se0.035
Fe0.25Co0.75Sb2.96Se0.04
Fe0.2Co3.8Sb11.5Te0.5
Fe0.2Co3.8Sb11.7Te0.3
Fe0.2Co3.8Sb11.8Te0.2
Fe0.2Co3.8Sb12
Fe0.2Ni0.15Co3.65Sb12
Fe0.75Co0.25Ga2.65Ge0.35
Fe0.85Co0.15Ga2.65Ge0.35
Fe2V0.6Ti0.3W0.1Al
Fe2V1.05Al0.95
Fe2VTa0.05Al0.95
Fe2VTa0.08Al0.92
Fe2VTa0.12Al0.88
FeGa2.65Ge0.35
FeGa2.75Ge0.25
FeGa2.80Ge0.20
FeGa2.95Ge0.05
FeVSb
Ga1.4In6.6Sn2O16
Ga2.4In5.6Sn2O16
Ga2In6Sn2O16
Ga66.1Ru33.9
Ga66.2Ru33.8
Ga66.3Ru33.7
Ga66.4Ru33.6
Ga66.6Ru32.9Re0.5
Ga66.6Ru33.1Re0.3
Ga66.6Ru33.35Re0.05
Ga66.6Ru33.39Re0.01
Ga66.6Ru33.4
Ga66.7Ru33.3
Ga66.8Ru33.2
Ga66Ru34
Ga67Ru33
Gd0.08Co4Sb12
Gd0.12Co4Sb12
Ge0.345Si0.645P0.01
Ge0.39Sn0.39Bi0.02Sb0.20Te
Ge0.40Sn0.40Bi0.02Sb0.12Te
Ge0.41Sn0.41Bi0.02Sb0.16Te
Ge0.55Pb0.45Te0.4Se0.6
Ge0.55Pb0.45Te0.5Se0.5
Ge0.55Pb0.45Te0.8Se0.2
Ge0.5Sn0.5Te
Ge0.66Mn0.3Bi0.04Te
Ge0.6Pb0.3Sn0.1
Ge0.75Pb0.25Bi0.06Te1.09
Ge0.75Pb0.25Bi0.1Te1.15
Ge0.75Pb0.25Te0.5Se0.5
Ge0.75Pb0.2Sm0.01Te0.5Se0.5
Ge0.75Pb0.2Sm0.02Te0.5Se0.5
Ge0.75Pb0.2Sm0.03Te0.4Se0.6
Ge0.75Pb0.2Sm0.03Te0.6Se0.4
Ge0.75Pb0.2Sm0.03Te0.8Se0.2
Ge0.75Pb0.2Sm0.03Te0.9Se0.1
Ge0.75Pb0.2Sm0.08Te0.5Se0.5
Ge0.81Mn0.15Bi0.04Te
Ge0.82Pb0.18Bi0.06Te1.09
Ge0.82Pb0.18Bi0.1Te1.15
Ge0.83Te0.83Bi0.34Te0.51
Ge0.85Sb0.15Te0.88Se0.12
Ge0.865Pb0.1Bi0.035Te
Ge0.86Mn0.1Bi0.04Te
Ge0.86Pb0.1Bi0.04Te
Ge0.86Te0.86Bi0.28Te0.42
Ge0.87Cd0.08Cd0.05Te
Ge0.87Pb0.13Te
Ge0.885Cd0.08Cd0.035Te
Ge0.88Sb0.12Te
Ge0.88Te0.88Bi0.24Te0.36
Ge0.8Pb0.2Te0.5Se0.5
Ge0.90Cd0.10Te
Ge0.90Sb0.10Te0.88Se0.12
Ge0.90Sb0.1Te
Ge0.91Mn0.05Bi0.04Te
Ge0.92Cd0.08Te
Ge0.93Te0.93Bi0.14Te0.21
Ge0.93Y0.02Bi0.05Te
Ge0.94Cd0.08Cd0.08Te
Ge0.94Sb0.06Te
Ge0.95Sb0.05Te0.88Se0.12
Ge0.97Mn0.03Te
Ge0.97Te0.97Bi0.06Te0.09
Ge0.985Ag0.015Te
Ge0.98Mn0.02Te
Ge0.98Sb0.02Te
Ge0.99Mn0.01Te
Ge0.99Te0.99Bi0.02Te0.03
Ge0.9Pb0.1Te0.5Se0.5
Ge0.9Sb0.1Te0.86Se0.14
Ge0.9Sb0.1Te0.88Se0.12
Ge0.9Sb0.1Te0.89Se0.11
Ge0.9Sb0.1Te0.9Se0.1
Ge1.02Te
Ge1.03Te
Ge1.04Te
Ge1.05In0.01Te
Ge17.04Sb1.96Te20
Ge17.16Sb1.84Te20
Ge17.24Sb1.76Te20
Ge17.2Sb1.8Te20
Ge17.4Sb1.6Te20
Ge17Sb2Te20
Ge17Sb2Te20Ge0.0975
Ge17Sb2Te20Ge0.39
Ge17Sb2Te20Ge0.78
GeTe0.6Se0.4
GeTe0.7Se0.3
GeTe0.9Se0.1
Hf0.15Zr0.85CoSb0.8Sn0.2
Hf0.19Zr0.76Ti0.05CoSb0.8Sn0.2
Hf0.25Zr0.75CoSb0.8Sn0.2
Hf0.2Zr0.8CoSb0.8Sn0.2
Hf0.307Zr0.693Sn0.3Sb0.7
Hf0.314Zr0.686Sn0.3Sb0.7
Hf0.3Zr0.7CoSn0.3Sb0.7
Hf0.44Zr0.44Ti0.12CoSb0.8Sn0.2
Hf0.60Zr0.25Ti0.15NiSn0.975Sb0.025
Hf0.6Zr0.4NiSn0.99Sb0.01
Hf0.75Zr0.25NiSn0.975Sb0.025
Hf3Ni2.7Cu0.3Sb4
In0.05Ba0.15Co4Sb11.5Te0.5
In0.05Ba0.45Co4Sb12
In0.05Co4Sb11.2Te0.8
In0.05Co4Sb11.9Te0.1
In0.05Ga0.02Tl0.20Co4Sb12
In0.1Ba0.1Co4Sb12
In0.1Co4Sb12
In0.1Yb0.05Co4Sb12
In0.25Ba0.25Co4Sb12
In0.25Co4Sb11.2Te0.8
In0.25Co4Sb11.9Te0.1
In0.25Co4Sb12
In0.2Ce0.17Co4Sb12
In0.2Ce0.1Co4Sb12
In0.30Ga0.02Tl0.20Co4Sb12
In0.3Co4Sb11.5Te0.5
In0.4Co4Sb12.2
In0.5Co4Sb11.2Ge0.8
In0.6Co4Sb12.4
In0.85Ga0.15Sb
In0.8Co4Sb12.6
In0.90Ga0.10Sb
In0.95Ga0.05Sb
In1.95Ge0.05O3
In1.997Ge0.003O3
In2S3
In3.89Se3
In4Pb0.01Sn0.03Se2.6
In4Pb0.01Sn0.03Se2.7
In4Pb0.01Sn0.03Se2.8
In4Pb0.01Sn0.03Se2.9
In4Pb0.01Sn0.03Se2.9Cl0.04
In4Se2.32Cl0.03
In4Se2.5
In4Se2.55
In4Se2.65
In4Se2.67Cl0.03
In4Se2.75
In4Se2.7Cl0.01
In4Se2.7Cl0.02
In4Se2.85Te0.15
In4Se3
IrSn1.5Te1.5
La0.1Sr0.83Dy0.07TiO3
La0.1Sr0.87Dy0.03TiO3
La0.1Sr0.87Yb0.03TiO3
La0.1Sr0.89Dy0.01TiO3
La0.1Sr0.89Yb0.01TiO3
La0.1Sr0.8Dy0.1TiO3
La0.3Ca0.1Al0.1Ga0.1In0.2Co3.75Fe0.25Sb12
La0.3Co3.68Ni0.32Sb11.84Te0.16
La0.6Co3.6Ni0.4Sb12
La0.75Fe3CoSb12
La0.7Ba0.01Ga0.1Ti0.1Fe3CoSb12
La0.8Ba0.01Ga0.1Ti0.1Fe3CoSb12
La0.9Ca2.1Te4
La1.58Yb1.63Te4
La1.5Fe4Sb12
La1.9Ca1.1Te4
La2.5Ca0.5Te4
LaFe4Sb12
LaGd1.01S3
LaGd1.02S3
LaGd1.03S3
LaGdS3
Mg0.98Li0.02Ag0.97Sb0.99
Mg0.9925Na0.0075Ag0.97Sb0.99
Mg0.995Li0.005Ag0.97Sb0.99
Mg0.99Li0.01Ag0.97Sb0.99
Mg1.95Li0.05Sn0.75Ge0.25
Mg1.95Y0.05Sn0.75Ge0.25
Mg1.96Li0.04Sn0.75Ge0.25
Mg1.96Y0.04Sn0.75Ge0.25
Mg1.97Li0.03Sn0.75Ge0.25
Mg1.97Na0.03Sn0.75Ge0.25
Mg1.97Y0.03Sn0.75Ge0.25
Mg1.98Li0.02Sn0.75Ge0.25
Mg1.98Si0.99Sb0.01
Mg1.996Si0.997Sb0.003
Mg1.99Si0.995Sb0.005
Mg2.04Si0.95Bi0.05
Mg2.04Si0.995Bi0.005
Mg2.06Sn0.60Sb0.40
Mg2.06Sn0.70Sb0.30
Mg2.06Sn0.95Sb0.05
Mg2.06Sn0.96Sb0.04
Mg2.06Sn0.97Sb0.03
Mg2.06Sn0.98Sb0.02
Mg2.06Sn0.99Sb0.01
Mg2.98Ag0.02Sb2
Mg2Al0.005Si
Mg2Al0.005Si0.9Sn0.1
Mg2Al0.02Si0.9Sn0.1
Mg2Si0.4Sn0.6
Mg2Si0.5Sn0.5
Mg2Si0.6Ge0.4Bi0.02
Mg2Si0.6Ge0.4Ga0.004
Mg2Si0.6Sn0.4
Mg2Si0.98Bi0.02
Mg2Si0.993Bi0.007
Mg2Si0.995Bi0.005
Mg2Si0.997Bi0.003
Mg2Si0.9985Bi0.0015
Mg2Si0.999Bi0.001
Mg2Si0.99Bi0.01
Mg2SiAl5O7.5
Mg2SiBi5O7.5
Mg2SiGa0.008
Mg2Sn0.72Bi0.03Ge0.25
Mg2Sn0.72Ga0.03Ge0.25
Mg2Sn0.72P0.03Ge0.25
Mg2Sn0.73Bi0.02Ge0.25
Mg2Sn0.73Sb0.02Ge0.25
Mg2Sn0.74Bi0.01Ge0.25
Mg2Sn0.74P0.01Ge0.25
Mg3.035Y0.015SbBi
Mg3.18Y0.02Sb2
Mg3.19Y0.01Sb2
Mg3.5Sb1.97Te0.03
Mg3.5Sc0.04Sb1.97Te0.03
Mg3Bi1.7Sb0.3
Mg3BiSb
Mg3Sb1.475Bi0.475Te0.05
Mg3Sb1.48Bi0.48Te0.04
Mg3Sb1.92Te0.08
Mg3Sb1.95Te0.05
Mg3Sb1.96Sn0.04
Mg3Sb1.97Sn0.03
Mg3Sb1.9975Te0.0025
Mg3Sb1.99Te0.01
Mg3Sb2Y0.005
Mg3Sb2Y0.03
Mg66.85Si33.15
Mg67.00Si33.00
Mg67.15Si32.85
Mg67.60Si32.40
Mg67Si33B
Mg67Si33B0.5
Mg67Si33B1.5
MgAg0.963Cu0.007Sb0.99
MgAg0.96Cu0.01Sb0.99
MgAg0.97Sb 0.99
MgAg0.97Sb0.99
MgAg0.97Sb0.9925
